branch,final_return_mean,final_return_sd,final_norm_mean,mapping_norm_mean,mapping_norm_sd,active_updates_percent
"LPG, R0=2",-29.221861453310318,0.5389265153826628,2.0,14.8739341183316,0.15631735340971248,67.0
Unconstrained,-18.835071141578528,0.4104341190762899,3.3389931935466897,9.96676423325562,0.1734914798149567,
