measurements,condition_mean,condition_sd,epsilon_mean,epsilon_sd,alignment_mean,alignment_sd,alignment_min,alignment_max,effective_rank_mean,effective_rank_sd,kantorovich_bound,one_sided_p_against_0_9
200,2.5313941671172078,0.1199305345264455,0.24163808382585106,0.007459529422699718,0.9703213185321411,0.007417122163573241,0.9484392366561789,0.9897940297799319,28.24666175597288,0.1080741005269223,0.9010880582552666,3.8174583502308565e-197
