algebra,dimension,alignment_mean,alignment_sd,condition_mean,condition_sd,epsilon_mean
so(3),3,0.9964491261795518,0.00377876344885414,1.3010386230355733,0.12916888926945952,0.10768531748221838
se(3),6,0.9497382630462383,0.027334856647727834,2.788313291299753,0.3764276245143229,0.3562064992592831
